Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1743917175,100,,Aggregated,13.900000,13.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1258,1258,4100.0,4066.4345550079606,4025.8622000001196,4104.679399999441,0.0
1743917176,100,,Aggregated,13.400000,13.400000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1273,1273,4100.0,4066.3641967007184,4025.8622000001196,4104.679399999441,0.0
1743917177,100,,Aggregated,13.600000,13.600000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1289,1289,4100.0,4066.4139701318954,4025.8622000001196,4104.679399999441,0.0
1743917178,100,,Aggregated,14.000000,14.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1299,1299,4100.0,4066.370471978454,4025.8622000001196,4104.679399999441,0.0
1743917179,100,,Aggregated,13.600000,13.600000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1310,1310,4100.0,4066.3524457252,4025.8622000001196,4104.679399999441,0.0
1743917180,100,,Aggregated,13.900000,13.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1328,1328,4100.0,4066.2944768072407,4025.8622000001196,4104.679399999441,0.0
1743917181,100,,Aggregated,13.400000,13.400000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1342,1342,4100.0,4066.3203058867466,4025.8622000001196,4104.679399999441,0.0
1743917182,100,,Aggregated,13.100000,13.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1355,1355,4100.0,4066.167069298905,4021.4948000011645,4104.679399999441,0.0
1743917183,100,,Aggregated,13.100000,13.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1372,1372,4100.0,4066.1325418367464,4021.4948000011645,4104.679399999441,0.0
1743917184,100,,Aggregated,12.900000,12.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1383,1383,4100.0,4066.0611935647257,4021.4948000011645,4104.679399999441,0.0
1743917185,100,,Aggregated,13.500000,13.500000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1393,1393,4100.0,4066.0428452979277,4018.871300000683,4104.679399999441,0.0
1743917186,100,,Aggregated,13.700000,13.700000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1411,1411,4100.0,4066.0190903614543,4018.871300000683,4104.679399999441,0.0
1743917187,100,,Aggregated,13.100000,13.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1428,1428,4100.0,4066.0102639355837,4018.871300000683,4104.679399999441,0.0
1743917188,100,,Aggregated,13.300000,13.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1438,1438,4100.0,4066.0125031293537,4018.871300000683,4104.679399999441,0.0
1743917189,100,,Aggregated,13.900000,13.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1452,1452,4100.0,4065.974240151522,4018.871300000683,4104.679399999441,0.0
1743917190,100,,Aggregated,13.600000,13.600000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1465,1465,4100.0,4065.94678389079,4018.871300000683,4104.679399999441,0.0
1743917191,100,,Aggregated,13.900000,13.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1475,1475,4100.0,4065.9504149830564,4018.871300000683,4104.679399999441,0.0
1743917192,100,,Aggregated,14.100000,14.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1492,1492,4100.0,4065.8800607238686,4018.871300000683,4104.679399999441,0.0
1743917193,100,,Aggregated,13.700000,13.700000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1506,1506,4100.0,4065.8158685923017,4018.871300000683,4104.775200001313,0.0
1743917194,100,,Aggregated,13.400000,13.400000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1515,1515,4100.0,4065.80745537954,4018.871300000683,4104.775200001313,0.0
1743917195,100,,Aggregated,13.300000,13.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1528,1528,4100.0,4065.7375905104695,4018.871300000683,4104.775200001313,0.0
1743917196,100,,Aggregated,13.200000,13.200000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1543,1543,4100.0,4065.685383927409,4018.871300000683,4104.775200001313,0.0
1743917197,100,,Aggregated,13.600000,13.600000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1555,1555,4100.0,4065.625911254015,4018.871300000683,4104.775200001313,0.0
1743917198,100,,Aggregated,13.100000,13.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1567,1567,4100.0,4065.6479890874225,4018.871300000683,4104.775200001313,0.0
1743917199,100,,Aggregated,13.200000,13.200000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1580,1580,4100.0,4065.587205379741,4018.871300000683,4104.775200001313,0.0
1743917200,100,,Aggregated,12.600000,12.600000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1593,1593,4100.0,4065.5807328311316,4018.871300000683,4104.775200001313,0.0
1743917201,100,,Aggregated,12.700000,12.700000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1606,1606,4100.0,4065.5620669987493,4018.871300000683,4104.775200001313,0.0
1743917202,100,,Aggregated,12.400000,12.400000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1618,1618,4100.0,4065.521705933245,4018.871300000683,4104.775200001313,0.0
1743917203,100,,Aggregated,13.100000,13.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1636,1636,4100.0,4065.48864229828,4018.871300000683,4104.775200001313,0.0
1743917204,100,,Aggregated,12.700000,12.700000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1649,1649,4100.0,4065.4364494845277,4018.871300000683,4104.775200001313,0.0
1743917205,100,,Aggregated,12.800000,12.800000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1661,1661,4100.0,4065.3862501505023,4018.871300000683,4104.775200001313,0.0
1743917206,100,,Aggregated,13.200000,13.200000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1675,1675,4100.0,4065.377159402975,4018.871300000683,4104.775200001313,0.0
1743917207,100,,Aggregated,13.500000,13.500000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1686,1686,4100.0,4065.314660201651,4018.871300000683,4104.775200001313,0.0
